rho,S_x1,S_x2,S_xy1,S_xy2,Fx2_per_V,Fy2_per_V,Fz2_per_V,Fx_per_sqrtV,Fy_per_sqrtV,Fz_per_sqrtV
7.545950625000013012e-01,2.962058200136967190e-01,4.051777744107507018e-01,4.508555133186801789e-01,3.840339915944593341e-01,5.563281249999982858e-01,3.989062500000072897e-01,2.854296875000038036e-01,3.195312499999987121e-01,-3.437500000000035666e-02,-1.263671874999997558e-01
7.535638749999996611e-01,3.087889704425069715e-01,3.414203116450608144e-01,3.894419416111964405e-01,3.514727850662655584e-01,3.601171875000011569e-01,2.534375000000007594e-01,3.241015625000014944e-01,8.535156249999936717e-02,-1.148437499999997863e-01,-1.816406249999991812e-02
7.535691874999966844e-01,4.231116589177350007e-01,3.837829815585851456e-01,3.942282930960659404e-01,3.326348848552145299e-01,6.191015625000025890e-01,5.470703124999960476e-01,4.319921875000028444e-01,1.677734375000008438e-01,3.197265625000014766e-01,2.558593750000039135e-02
7.526154374999992624e-01,3.705349426204703756e-01,4.299124635111201131e-01,4.335312113615071850e-01,3.721739241542170173e-01,3.225781249999997158e-01,2.441015624999976763e-01,4.630468750000024669e-01,3.124999999999978142e-02,5.488281249999996114e-02,-9.335937499999936995e-02
7.536539375000014251e-01,3.955314204533242894e-01,3.540352558671984728e-01,3.791361999181053766e-01,3.955089096609215038e-01,3.530859375000002243e-01,3.506640625000025380e-01,4.294140625000070766e-01,1.091796875000002054e-01,2.912109374999989342e-01,-1.400390625000011435e-01
7.541905000000045378e-01,3.563424820054301168e-01,2.996685721478676290e-01,3.409230011532842219e-01,2.867902954122628634e-01,3.140625000000015765e-01,3.889453125000033040e-01,2.524609374999995381e-01,-5.429687499999986261e-02,2.294921874999999445e-01,1.367187500000152786e-03
7.541465625000001172e-01,4.145039225218798973e-01,3.064760149384624377e-01,3.960950620816667267e-01,3.260643665731180474e-01,4.459375000000079248e-01,3.064453125000002887e-01,4.916406250000062150e-01,-8.046874999999940881e-02,2.714843750000122194e-02,7.304687499999996947e-02
7.528195000000001968e-01,3.938575805233307525e-01,3.951397305483766442e-01,3.799127491739060503e-01,4.103696808230751225e-01,3.982812499999995315e-01,5.590624999999977973e-01,2.431250000000000910e-01,-2.187499999999940187e-02,-7.695312499999935885e-02,-5.000000000000023870e-02
7.536841249999989278e-01,3.469586629978664294e-01,3.773582334324072085e-01,4.006088624816910304e-01,3.408988426955243400e-01,3.298046875000070766e-01,3.233984375000021894e-01,4.338281250000027844e-01,9.765624999990933901e-04,-1.427734374999989342e-01,6.640624999999931999e-02
7.539636875000019778e-01,2.930155379175835573e-01,3.547532274923150819e-01,4.609986482978869482e-01,3.102744808938547871e-01,3.323437500000017697e-01,5.257812500000038636e-01,3.458984375000033751e-01,-2.019531249999994282e-01,-2.968749999999995004e-01,1.576171874999993117e-01
7.550194374999982250e-01,3.659893820162601341e-01,3.931414809691565759e-01,4.021384893087941448e-01,3.801676869387357605e-01,2.552734375000000888e-01,2.755859375000009881e-01,2.840234374999995870e-01,1.068359375000002692e-01,-3.925781250000087014e-02,-6.503906250000025813e-02
7.551796875000035270e-01,2.874197720370292308e-01,4.542171290486399782e-01,4.647408962944918898e-01,3.380996209461319957e-01,3.357812499999990319e-01,1.905859374999982758e-01,3.140625000000054068e-01,-4.023437500000039829e-02,3.417968749999966693e-02,-7.617187500000031919e-02
7.539748749999998223e-01,4.547485503209948710e-01,3.778614222039353709e-01,3.437924683025827544e-01,3.412981613124035363e-01,4.482031250000013123e-01,4.196484375000053557e-01,4.998046875000010103e-01,-4.843749999999997363e-02,1.357421875000011657e-01,2.373046874999998057e-01
7.529393124999990139e-01,4.298971633420728966e-01,3.629160644858977491e-01,3.064705738224969833e-01,3.743112766001925329e-01,3.197656250000004974e-01,4.140234375000010347e-01,6.482812499999950351e-01,2.394531250000008493e-01,2.326171874999998779e-01,1.304687499999998557e-01
7.533271249999990982e-01,3.377370390122649280e-01,3.915168937920648351e-01,4.617803218205885907e-01,4.278853268653528552e-01,4.278515625000062217e-01,5.367187499999942490e-01,4.040234375000066880e-01,-2.767578125000005329e-01,4.062499999999999445e-02,-1.478515624999992839e-01
7.533896249999978423e-01,3.099140161453561304e-01,3.442211286589982877e-01,3.401371643599855887e-01,4.087917919199458017e-01,3.321875000000024669e-01,5.869921874999972644e-01,2.619921875000007505e-01,-2.695312500000001874e-02,2.646484374999997780e-01,-1.021484375000002165e-01
7.529620625000006395e-01,3.323305461854442200e-01,3.587981279071557617e-01,4.020778911451085014e-01,2.942577284626604062e-01,4.309765625000008260e-01,2.789453125000000422e-01,2.751171874999995826e-01,1.525390624999994060e-01,4.511718749999946154e-02,-1.416015625000008327e-01
7.535634999999996086e-01,3.905237086680679592e-01,3.785924700052205050e-01,3.026751008420699995e-01,4.223250143079714802e-01,2.582812500000008504e-01,3.809375000000068678e-01,3.935937500000057376e-01,-3.082031249999996891e-01,2.976562499999997891e-01,-3.578125000000029754e-01
7.536931874999978076e-01,3.569152954523295840e-01,3.370084724497234285e-01,3.125821005451846490e-01,3.425306227812743853e-01,3.088671875000061906e-01,3.086328125000021294e-01,3.321484375000003375e-01,-5.136718750000000139e-02,-1.654296874999997835e-01,1.669921875000003053e-01
7.551881249999987666e-01,3.969922817932129977e-01,3.110106540894816973e-01,3.001161472034892808e-01,4.510282223813994462e-01,3.905078125000030487e-01,3.673437500000057976e-01,2.855859375000022182e-01,-2.904296875000011990e-01,1.851562499999999944e-01,6.308593750000023037e-02
7.549305000000009480e-01,3.144032004592091645e-01,3.229442341258572102e-01,3.823034286306036256e-01,3.707985462262360921e-01,3.676171875000013300e-01,4.225390625000021161e-01,4.599999999999982991e-01,1.123046875000004580e-01,-6.738281249999965306e-02,-1.953124999999998612e-01
7.543822500000022524e-01,3.957022016298069600e-01,3.419157666061148348e-01,3.612876978340844314e-01,2.932690652801416831e-01,2.762109375000006972e-01,2.701562500000002642e-01,2.923828124999982569e-01,-1.064453125000000139e-01,6.914062500000002498e-02,2.541015625000014322e-01
7.550710624999997789e-01,3.507407695931666902e-01,3.860766393166994437e-01,3.075272079466133124e-01,3.126821385104163187e-01,4.183984375000059375e-01,2.400390624999993172e-01,9.055078124999955680e-01,-1.779296874999987954e-01,6.386718749999989453e-02,-1.365234374999997613e-01
7.537439374999989061e-01,3.214309497930087356e-01,3.294221061092766356e-01,4.279074948278253077e-01,3.784304653315259670e-01,3.730468750000055511e-01,2.537499999999985878e-01,4.772265625000006728e-01,2.960937499999974354e-01,1.074218750000002082e-01,1.060546875000001471e-01
7.532980000000024656e-01,3.694788834497887420e-01,3.357095374054311354e-01,4.121218721978948674e-01,3.244225252949462512e-01,3.074218750000027311e-01,2.295703124999973754e-01,6.327734375000008127e-01,-9.374999999999576381e-03,1.322265625000004774e-01,-4.220703124999988787e-01
7.535918124999979595e-01,4.296987216727144454e-01,3.886501895276623375e-01,3.326839842967054817e-01,3.270055359313037702e-01,3.304296875000001243e-01,4.427343750000014566e-01,3.564062500000049205e-01,5.683593749999969746e-02,4.609375000000046074e-02,-6.523437499999985845e-02
7.546738124999987640e-01,3.976070908357929312e-01,4.089315005120541802e-01,3.964864967918789729e-01,4.171106668784118621e-01,2.404296874999989064e-01,4.305078125000028066e-01,3.669921875000077827e-01,4.882812499999795303e-03,5.273437499999274365e-03,-1.970703125000008438e-01
7.533609999999989482e-01,3.757713960255480989e-01,3.571124153473369534e-01,3.307739115876561220e-01,3.955181588476539001e-01,5.077734375000013678e-01,4.062109375000002576e-01,3.755468750000035549e-01,-3.330078125000008327e-01,6.738281250000076328e-02,6.523437500000045519e-02
7.535730000000009365e-01,4.176177988102834360e-01,4.371329288529465784e-01,3.464987054602188254e-01,4.254167081556886609e-01,3.481640625000065326e-01,3.686718750000015921e-01,3.346484375000003952e-01,1.162109375000003192e-01,-1.664062499999998668e-01,1.113281250000027270e-02
7.539219999999970945e-01,2.955190001966670477e-01,3.856450254704071323e-01,3.877603504016285396e-01,3.549230597239518836e-01,3.857031250000031997e-01,1.990624999999988098e-01,3.110156250000003508e-01,-2.226562500000009784e-02,-7.070312500000035250e-02,-1.269531250000000555e-01
7.550741875000015479e-01,3.209620305843204346e-01,3.661864973180752880e-01,3.628599795952494600e-01,3.149810490641040683e-01,2.989453125000049449e-01,3.592187500000009193e-01,2.980468749999984901e-01,-5.917968750000052180e-02,-4.374999999999890782e-02,-2.175781250000017875e-01
7.545915000000036343e-01,4.517081175802023507e-01,3.696947711998531116e-01,3.612165039089313412e-01,5.270567781895848514e-01,2.446484374999985667e-01,3.096093750000010192e-01,3.416796875000066569e-01,1.892578124999999001e-01,-3.046874999999988481e-02,8.066406249999925893e-02
7.536775624999985101e-01,3.489640566659428789e-01,3.405535875057452699e-01,3.980150698746822702e-01,3.387296785433460133e-01,3.271874999999977440e-01,3.812109375000006795e-01,3.443750000000033729e-01,1.289062499999924297e-02,-9.238281249999923117e-02,-2.472656249999991562e-01
7.542061875000019011e-01,3.493118708353707413e-01,4.118881108924737355e-01,3.452962472974742125e-01,3.788167313061429620e-01,2.247265624999991163e-01,2.727343750000026934e-01,2.535156249999990785e-01,-8.964843750000042744e-02,-1.269531250000000278e-01,-2.773437499999973840e-02
7.531586249999999705e-01,3.059679471446187238e-01,3.606002858647576748e-01,4.057234322784868397e-01,2.826766012272542428e-01,2.169921874999997391e-01,4.663281250000078093e-01,4.019140625000001132e-01,5.878906249999996808e-02,1.929687500000008549e-01,5.917968750000021649e-02
7.547576250000005427e-01,4.113793073110275644e-01,3.031839709125061511e-01,3.522485174300155064e-01,3.347263720865966685e-01,4.367187500000050959e-01,2.496484374999996259e-01,2.994140625000033529e-01,2.218749999999972966e-01,-9.980468750000000278e-02,-7.558593749999988065e-02
7.530811874999988609e-01,3.743032622368177575e-01,2.778427406552503309e-01,4.251243112657490109e-01,4.806734238689280292e-01,4.758593750000008615e-01,3.389843750000029465e-01,3.355859375000017630e-01,2.453124999999990730e-01,-4.374999999999985151e-02,-1.396484375000001943e-01
7.537150000000023553e-01,4.170852944409123575e-01,4.233516132370601093e-01,3.620998500169458900e-01,3.183577477182206739e-01,3.255078125000036016e-01,3.132031249999987499e-01,2.596484375000008837e-01,-8.105468749999968081e-02,1.406249999999921278e-02,-1.033203124999994560e-01
7.545806875000008462e-01,3.946861210999900171e-01,2.998040055977317375e-01,4.142401328591938658e-01,2.965831210199327828e-01,3.948046874999982525e-01,4.340234375000000533e-01,4.238671875000013523e-01,6.816406249999933109e-02,7.675781249999953648e-02,3.439453124999997669e-01
7.547369999999984369e-01,3.376406385936926990e-01,3.480966903376084831e-01,4.290993562685538332e-01,3.509807780115005715e-01,3.886718750000048850e-01,4.275781249999995870e-01,3.789062500000014433e-01,-1.324218750000004663e-01,2.910156249999998335e-01,3.632812500000000971e-02
7.547831250000052172e-01,3.407320850127183998e-01,3.520277126452766581e-01,3.892434827334220193e-01,4.005238360811159692e-01,3.541796875000031708e-01,3.727343750000048361e-01,2.745703125000021894e-01,1.271484374999997946e-01,-1.695312499999996336e-01,-1.099609374999998002e-01
7.532609375000007823e-01,2.831381106854361507e-01,3.760989500964692644e-01,4.843463685122390561e-01,3.528702954046054052e-01,7.930859374999925659e-01,3.264843750000022693e-01,5.492968750000042366e-01,-3.580078125000005218e-01,3.750000000000036637e-02,2.605468749999994560e-01
7.538233749999986300e-01,3.983253403948609495e-01,3.022236235658221082e-01,3.085047812710825510e-01,3.417748789123303821e-01,5.295703124999983080e-01,4.522656250000006151e-01,3.492578125000067035e-01,-7.753906249999931166e-02,-8.124999999999948930e-02,1.001953124999998557e-01
7.545751874999983011e-01,2.850260985491074872e-01,4.061773488947418853e-01,3.554645605866638136e-01,4.422565924928427705e-01,3.895703125000047340e-01,5.756250000000014966e-01,3.896093750000068079e-01,7.617187500000854178e-03,1.292968749999994227e-01,-1.734374999999996891e-01
7.538163125000054698e-01,4.794601923648239006e-01,2.832600192075300782e-01,3.171200880447244685e-01,4.226416656940760186e-01,2.811718750000025691e-01,4.448437500000016476e-01,3.520703125000003708e-01,-1.839843750000004219e-01,1.132812500000002637e-01,1.962890624999997224e-01
7.530491249999997638e-01,3.675431390321242664e-01,3.143151473930925754e-01,3.179156181802164083e-01,3.032364598526146593e-01,4.370312500000009814e-01,3.167968749999991451e-01,1.949218749999994671e-01,3.105468750000011657e-01,2.011718750000005551e-01,1.171874999999855324e-03
7.533411249999971693e-01,3.969926594254380436e-01,3.412787775071998708e-01,3.354853499937876515e-01,3.171815949014825664e-01,2.465234375000000255e-01,2.569921874999989697e-01,2.692187500000030598e-01,2.341796875000005940e-01,1.894531249999998473e-02,6.406250000000003608e-02
7.546992499999991555e-01,3.655681232593944174e-01,3.343116438505309707e-01,4.147721586130134752e-01,3.708712204705861271e-01,3.776562499999984723e-01,6.468359375000028999e-01,2.124609374999991418e-01,-1.085937499999998501e-01,-7.363281249999949207e-02,8.105468749999958367e-02
7.536877499999974361e-01,5.214487974065916687e-01,4.889055755128297598e-01,2.948323859976777483e-01,3.337879760487534875e-01,4.306640625000039968e-01,2.639453124999993072e-01,2.599218749999971378e-01,1.029296874999997002e-01,-6.425781250000010825e-02,1.523437499999990008e-01
7.540335625000015307e-01,3.643511050426423981e-01,3.552741551567895617e-01,3.044030321574433540e-01,4.021699836233881831e-01,3.762890625000102629e-01,5.572656250000002087e-01,3.583593750000028111e-01,1.330078125000018485e-01,8.125000000000066891e-02,-1.015625000000021025e-02
7.525412500000010496e-01,4.556238511160817795e-01,2.589062597058783277e-01,2.970684741150273478e-01,3.642636277755291196e-01,3.609375000000043521e-01,2.993359375000019806e-01,2.778515625000001488e-01,-2.519531250000002220e-01,5.996093750000038719e-02,1.373046874999995781e-01
7.541944999999993238e-01,3.875502223558726644e-01,4.051424121301277492e-01,5.042870493659247222e-01,3.733369075910684676e-01,2.827343750000004263e-01,4.232812500000046607e-01,2.224218749999995193e-01,7.304687500000008049e-02,-2.410156249999999001e-01,-1.519531250000006606e-01
7.540163124999990085e-01,3.208307812757102973e-01,2.317269961656224231e-01,3.712194489008070475e-01,3.458202068058099377e-01,2.263671874999996503e-01,3.376953125000022871e-01,2.858984375000007128e-01,-1.509765624999996336e-01,1.232421875000002942e-01,1.894531250000009923e-02
7.544957499999989103e-01,3.274477743510599281e-01,3.064153865918600728e-01,3.582254208355704628e-01,3.721380082858161686e-01,4.694140625000048916e-01,4.164062499999994227e-01,2.825390625000006595e-01,-2.148437499999703536e-03,-1.679687500000002220e-01,-4.746093749999998057e-02
7.534268749999940562e-01,4.560014867268613048e-01,3.296343476997011801e-01,3.856645383810371475e-01,3.645538739570065023e-01,3.248828125000030598e-01,4.411718750000044320e-01,2.461328124999988265e-01,1.810546875000004496e-01,-1.484374999999998612e-01,-1.529296874999996891e-01
7.541496250000024881e-01,3.615215957684744796e-01,3.602225991579567910e-01,3.627728547984464536e-01,4.083149267668628735e-01,2.684765625000000155e-01,3.298046875000040790e-01,5.727343750000030154e-01,8.789062499999824793e-03,-2.048828124999994005e-01,-5.703124999999997086e-02
7.531258750000016100e-01,3.348265470915059439e-01,2.994361365934913310e-01,4.719979457279654955e-01,3.596233546444899121e-01,2.131640624999990019e-01,3.188671875000045342e-01,2.996093750000027867e-01,-3.886718750000054540e-02,7.617187499999925233e-03,-1.546875000000005884e-01
7.539028750000018597e-01,3.270183098058235260e-01,3.973320427479441475e-01,3.959602039420203057e-01,3.382124494784671809e-01,2.111718750000002587e-01,5.239453125000022027e-01,5.316015624999980149e-01,-4.218749999999971828e-02,-3.412109374999994227e-01,1.732421874999998668e-01
7.543621875000000587e-01,4.184291049752323910e-01,4.330564883389297903e-01,4.103569024394422282e-01,3.114134020395957769e-01,3.835156250000027467e-01,3.060546874999990896e-01,3.192187499999999956e-01,-1.718749999999972036e-02,-1.044921874999997086e-01,1.011718749999999112e-01
7.550118125000004898e-01,4.003300447012727581e-01,3.963339350481818180e-01,3.732971457763375467e-01,3.502567797780405390e-01,3.635546875000008060e-01,2.466796874999978018e-01,3.564453125000022760e-01,-1.228515625000004274e-01,-4.082031249999974049e-02,3.091796874999994671e-01
7.534253750000009520e-01,3.377177324614752951e-01,4.490256531351102254e-01,3.185001866571138818e-01,3.988207973731373035e-01,3.694140625000014166e-01,3.195703125000010081e-01,3.618750000000056088e-01,2.107421874999997613e-01,4.472656250000058703e-02,-1.203125000000007661e-01
7.532548749999997684e-01,3.399861376494706100e-01,4.172828869872173274e-01,3.297128608840034225e-01,4.082583248827543199e-01,3.966796875000033196e-01,3.703125000000004885e-01,4.412109375000019540e-01,-2.845703124999983125e-01,-5.468749999999969469e-02,1.830078124999995615e-01
7.540697500000008713e-01,3.598941542531123861e-01,4.434523024698931448e-01,4.337536310384841332e-01,3.219843125413568430e-01,6.143750000000054445e-01,3.725000000000061040e-01,2.921093750000000600e-01,-2.695312499999923811e-02,2.050781249999989730e-01,9.882812499999885092e-02
7.538901250000024090e-01,4.164401441717955898e-01,3.898315255565427684e-01,3.968905214141800197e-01,3.611658166270270143e-01,3.294140625000010481e-01,4.514843750000015477e-01,3.033203125000027423e-01,-7.617187499999577421e-03,-1.339843749999993505e-01,1.230468749999995975e-02
7.542000624999994907e-01,3.847703122758855954e-01,3.709851773068484904e-01,3.337904434046626845e-01,3.785290672847758109e-01,1.953124999999993616e-01,3.521875000000015965e-01,5.835546875000019451e-01,-7.148437500000036360e-02,1.683593749999994227e-01,3.652343749999976963e-02
7.544841874999952402e-01,5.077462284894801448e-01,4.424926658073197738e-01,3.152789915607684401e-01,3.482500627703842833e-01,3.640234375000021005e-01,4.076953125000046807e-01,2.062109374999993860e-01,4.628906250000008882e-02,-1.833984374999985401e-01,2.597656249999989383e-02
7.543364374999999011e-01,3.459836686765224711e-01,3.517872747818942547e-01,3.599269220365830524e-01,3.599550650105217131e-01,4.422265625000015299e-01,3.341406250000037992e-01,4.476562500000019762e-01,-4.628906250000013045e-02,6.054687499999987510e-02,-3.101562500000015765e-01
7.542234374999994273e-01,3.353766934758016793e-01,3.441768327442220610e-01,3.578781266282251017e-01,3.505143468844121868e-01,5.333984374999991562e-01,3.715234375000007194e-01,2.537109375000000111e-01,-2.345703124999995171e-01,1.326171875000003164e-01,-9.238281249999950873e-02
7.531428124999982598e-01,3.283505569937413271e-01,3.642626422843136536e-01,3.480171287458228013e-01,3.366375448556279681e-01,3.967187500000059486e-01,3.337109375000019695e-01,4.776562500000035572e-01,2.082031250000005440e-01,-2.193359374999996614e-01,-1.605468749999991729e-01
7.540973124999972299e-01,3.445241088466092783e-01,3.842700155147737440e-01,2.773688639424940483e-01,3.783409493751817010e-01,2.707421874999984546e-01,3.781250000000045963e-01,3.086718749999989297e-01,1.751953125000004219e-01,1.128906250000004940e-01,1.007812500000000722e-01
7.533630000000026694e-01,3.552736585685711268e-01,3.966987556778771573e-01,3.104127436164178522e-01,4.151483321503094959e-01,3.738671875000020850e-01,3.163671874999993139e-01,3.292968750000018208e-01,1.302734375000005607e-01,2.285156249999891614e-02,-3.515624999999624085e-03
7.539749999999966201e-01,3.644403344616297113e-01,3.866903381838471820e-01,4.183651956699814267e-01,3.376570736283495133e-01,2.388281249999988920e-01,5.646484374999931610e-01,2.873046875000027089e-01,6.250000000000151268e-03,-1.267578124999995670e-01,-1.158203125000003691e-01
7.532148124999988870e-01,3.703988656533026558e-01,4.368874631367856698e-01,5.136502262982772793e-01,3.543396198809363740e-01,4.934765625000060441e-01,4.382812500000056177e-01,4.021874999999989209e-01,2.910156250000055234e-02,1.058593749999999639e-01,-8.906249999999914235e-02
7.534416249999997817e-01,3.147088239914933583e-01,3.760415575804150756e-01,2.726700504518865809e-01,3.610486891626042971e-01,3.012500000000042921e-01,1.883593750000001343e-01,2.814843750000022293e-01,4.960937500000004580e-02,-4.687500000000094369e-03,-2.511718750000006550e-01
7.549134375000018382e-01,4.501929958701959555e-01,3.510769247403190962e-01,2.794850075508087950e-01,3.709012816824046044e-01,4.021093750000024336e-01,3.750390625000017408e-01,5.953906249999950662e-01,7.968750000000036915e-02,-2.910156249999997988e-02,2.398437500000001332e-01
7.545825000000001559e-01,3.243573618119551805e-01,4.113178155819192106e-01,3.537993044124038700e-01,4.689722467504043313e-01,3.167187500000040457e-01,2.683984375000010303e-01,3.854296875000009504e-01,-4.101562499999990286e-02,1.191406250000029421e-02,3.300781250000003192e-02
7.535078750000038239e-01,3.281705075703624797e-01,2.767317078638241723e-01,3.470401614421927405e-01,3.384219762645667151e-01,2.467968749999998601e-01,5.157812499999959721e-01,3.815625000000073541e-01,-1.093750000000001804e-01,2.410156249999990119e-01,-6.015624999999955036e-02
7.539170000000022798e-01,3.144999234361565699e-01,3.210746319968834639e-01,3.129766876265852038e-01,3.526178734594171416e-01,3.923828124999981792e-01,3.900390625000027534e-01,4.496093750000010325e-01,-2.041015624999994449e-01,1.310546875000003220e-01,-2.070312499999999931e-02
7.531889999999984431e-01,3.536627728634700873e-01,3.767767605427111421e-01,3.276318936466622311e-01,3.360494853466389764e-01,2.246874999999984301e-01,5.523046875000030553e-01,2.370703124999984091e-01,9.492187499999948930e-02,-3.251953124999993339e-01,2.201171874999992562e-01
7.536675625000035517e-01,3.690338609439520190e-01,4.843211614304505086e-01,3.239724902413136931e-01,4.108847356083767943e-01,3.450000000000028599e-01,4.167578125000018230e-01,4.471875000000008482e-01,1.500000000000004663e-01,2.402343749999975159e-02,2.546874999999995670e-01
7.543957499999982552e-01,3.995488613206548689e-01,3.976057309763686431e-01,3.109275872850029154e-01,3.632919396355835384e-01,2.206250000000014866e-01,3.328515625000002531e-01,6.232421875000029310e-01,-7.031249999999952469e-03,-3.964843749999984179e-02,-6.269531250000029421e-02
7.541026875000014229e-01,3.447904887195520351e-01,3.605617244204386007e-01,3.394155441399604456e-01,3.948007683580305738e-01,2.455859374999983802e-01,3.910546874999998312e-01,2.913671874999986811e-01,1.173828125000005163e-01,6.445312500000631960e-03,1.287109375000001776e-01
7.534446875000005983e-01,3.317981373994717820e-01,3.394794845536726058e-01,3.146461922923777799e-01,3.717834507958751034e-01,3.812500000000011990e-01,2.966015625000007483e-01,3.053906250000017475e-01,-1.249999999999961905e-02,2.402343749999998057e-02,2.304687499999987510e-01
7.528803750000034878e-01,3.497470357854490786e-01,3.292566416977278920e-01,3.914548173218734273e-01,3.576635300333307343e-01,3.745312500000053668e-01,2.714062500000015143e-01,4.732031250000034439e-01,1.457031250000008771e-01,-2.593750000000000222e-01,2.148437500000079103e-02
7.540931874999979856e-01,3.997363440838285764e-01,2.525075739965005894e-01,3.819951526059366942e-01,4.368553200197157205e-01,2.900000000000034772e-01,4.401171875000027822e-01,5.851562500000010436e-01,-1.183593749999996975e-01,8.144531250000008882e-02,1.824218750000003442e-01
7.540810000000006674e-01,3.830188821343471495e-01,3.679747171458448984e-01,4.088954576289564602e-01,2.769187808270434092e-01,3.010156250000006750e-01,5.075781250000029887e-01,6.084374999999984102e-01,1.382812500000003553e-01,2.499999999999974465e-02,2.773437499999892655e-02
7.539055624999999594e-01,3.399008303675922216e-01,4.165257843866034815e-01,3.181644157576411502e-01,3.926133066939676008e-01,3.179296874999997247e-01,6.175781249999988676e-01,6.241406250000061107e-01,7.871093749999999445e-02,2.703124999999984568e-01,3.535156249999978351e-01
7.546758125000008199e-01,3.164985185176849014e-01,3.402775063773276210e-01,3.326131082901727654e-01,3.491500566893560586e-01,3.710546875000071965e-01,4.221484375000036926e-01,3.589453125000034994e-01,2.037109375000001332e-01,3.466796874999998335e-01,-3.064453125000015654e-01
7.536538125000012966e-01,4.033304643122220257e-01,3.350039323885808384e-01,3.630346088688236605e-01,3.434015816589362502e-01,2.680078125000021072e-01,3.303125000000041722e-01,3.699218750000057288e-01,-7.792968750000049682e-02,-1.675781249999997446e-01,1.828125000000002665e-01
7.532836875000012977e-01,3.599907775797890896e-01,2.926805428941705034e-01,2.979387640248205571e-01,4.287802007268445847e-01,3.392578124999989231e-01,4.487890625000041656e-01,3.449609375000032840e-01,-4.941406250000010547e-02,4.707031250000003053e-02,1.068359375000001166e-01
7.543043749999971403e-01,3.260500289667891960e-01,3.661772113915293114e-01,3.602610914381024765e-01,4.105726427423170843e-01,3.802343750000081735e-01,3.625390625000012856e-01,3.186328125000005285e-01,-2.394531250000002665e-01,-5.917968750000009853e-02,-3.886718749999984457e-02
