loop	timestamp	status	full_rms	one_body_rms	max_relative_error	source_json	commit
84	2026-04-24T20:12:30	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
85	2026-04-24T20:16:12	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
86	2026-04-24T20:22:07	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
87	2026-04-24T20:28:43	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
88	2026-04-24T20:33:52	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
89	2026-04-24T20:39:14	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
90	2026-04-24T20:49:24	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
91	2026-04-24T20:55:48	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
92	2026-04-24T21:07:01	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
93	2026-04-24T21:27:45	kept	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
94	2026-04-24T21:34:01	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
95	2026-04-24T21:40:11	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
96	2026-04-24T21:45:51	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
97	2026-04-24T21:51:12	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
98	2026-04-24T21:57:28	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
99	2026-04-24T22:02:19	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
100	2026-04-24T22:07:18	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
101	2026-04-24T22:12:34	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
102	2026-04-24T22:20:58	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
103	2026-04-24T22:28:09	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
104	2026-04-24T22:34:04	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
105	2026-04-24T22:41:09	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
106	2026-04-24T22:47:40	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
107	2026-04-24T22:53:03	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
108	2026-04-24T22:58:54	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
109	2026-04-24T23:08:34	rejected	0.000654686663	0.000107497486	0.001294817011	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b28f48dc6d476f5d624902762ca07b5160111f9c
