old_path	new_path	ledger_id
docs/ACPHILAMBDA_OCCUPANCY_GRAIN_SHARPENING_IMPORT_DECOMPOSITION_REFLECTION_ASYMMETRY_ORIENTATION_DICHOTOMY_BOUNDED_THEOREM_NOTE_2026-07-16.md	archive/notes/docs/ACPHILAMBDA_OCCUPANCY_GRAIN_SHARPENING_IMPORT_DECOMPOSITION_REFLECTION_ASYMMETRY_ORIENTATION_DICHOTOMY_BOUNDED_THEOREM_NOTE_2026-07-16.md	acphilambda_occupancy_grain_sharpening_import_decomposition_reflection_asymmetry_orientation_dichotomy_bounded_theorem_note_2026-07-16
docs/ACPHILAMBDA_OCCURRENCE_CLOCK_COMPOSITION_DELTA_BLINDNESS_2026-07-02.md	archive/notes/docs/ACPHILAMBDA_OCCURRENCE_CLOCK_COMPOSITION_DELTA_BLINDNESS_2026-07-02.md	acphilambda_occurrence_clock_composition_delta_blindness_2026-07-02
docs/ACPHILAMBDA_POINTER_LABELED_REFINEMENT_FINER_RECORD_CLOCK_2026-07-02.md	archive/notes/docs/ACPHILAMBDA_POINTER_LABELED_REFINEMENT_FINER_RECORD_CLOCK_2026-07-02.md	acphilambda_pointer_labeled_refinement_finer_record_clock_2026-07-02
docs/ACPHILAMBDA_PROJECTIVE_EQUIVARIANCE_K_ODD_TRACE_2026-07-02.md	archive/notes/docs/ACPHILAMBDA_PROJECTIVE_EQUIVARIANCE_K_ODD_TRACE_2026-07-02.md	acphilambda_projective_equivariance_k_odd_trace_2026-07-02
docs/ACPHILAMBDA_REAL_HOLONOMY_LOCUS_IDENTITY_2026-07-01.md	archive/notes/docs/ACPHILAMBDA_REAL_HOLONOMY_LOCUS_IDENTITY_2026-07-01.md	acphilambda_real_holonomy_locus_identity_2026-07-01
docs/ACPHILAMBDA_REGISTRABLE_CYCLE_HOLONOMY_NORMAL_FORM_2026-07-01.md	archive/notes/docs/ACPHILAMBDA_REGISTRABLE_CYCLE_HOLONOMY_NORMAL_FORM_2026-07-01.md	acphilambda_registrable_cycle_holonomy_normal_form_2026-07-01
docs/ACPHILAMBDA_RETIREMENT_BASIS_REMATCH_AND_CLAIM_SURFACE_NOTE_2026-07-06.md	archive/notes/docs/ACPHILAMBDA_RETIREMENT_BASIS_REMATCH_AND_CLAIM_SURFACE_NOTE_2026-07-06.md	acphilambda_retirement_basis_rematch_and_claim_surface_note_2026-07-06
docs/ACPHILAMBDA_R_ETA_ANGLE_NATIVE_FRONTIER_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_ANGLE_NATIVE_FRONTIER_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_angle_native_frontier_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_DIRECT_LICENSE_HCLASS_HUNIT_NON_SUPPLY_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_DIRECT_LICENSE_HCLASS_HUNIT_NON_SUPPLY_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_direct_license_hclass_hunit_non_supply_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_DOUBLET_CLOCK_RATE_NORMALIZATION_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_DOUBLET_CLOCK_RATE_NORMALIZATION_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_doublet_clock_rate_normalization_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_HCLASS_FIRST_PRINCIPLES_STRETCH_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_HCLASS_FIRST_PRINCIPLES_STRETCH_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_hclass_first_principles_stretch_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_HUNIT_APPROVED_PRIMITIVE_NON_SUPPLY_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_HUNIT_APPROVED_PRIMITIVE_NON_SUPPLY_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_hunit_approved_primitive_non_supply_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_OCCURRENCE_AXIOM_HYGIENE_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_OCCURRENCE_AXIOM_HYGIENE_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_occurrence_axiom_hygiene_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_RECORD_FORMATION_NON_SUPPLY_NO_GO_NOTE_2026-07-04.md	archive/notes/docs/ACPHILAMBDA_R_ETA_RECORD_FORMATION_NON_SUPPLY_NO_GO_NOTE_2026-07-04.md	acphilambda_r_eta_record_formation_non_supply_no_go_note_2026-07-04
docs/ACPHILAMBDA_R_ETA_VALUE_FACE_REGISTERED_ANGLE_FUNCTIONAL_EXACTNESS_RELOCATION_NOTE_2026-07-05.md	archive/notes/docs/ACPHILAMBDA_R_ETA_VALUE_FACE_REGISTERED_ANGLE_FUNCTIONAL_EXACTNESS_RELOCATION_NOTE_2026-07-05.md	acphilambda_r_eta_value_face_registered_angle_functional_exactness_relocation_note_2026-07-05
docs/ACTION_FAMILY_CHARACTER_SEMIGROUP_DISCRIMINATOR_BOUNDED_NOTE_2026-07-02.md	archive/notes/docs/ACTION_FAMILY_CHARACTER_SEMIGROUP_DISCRIMINATOR_BOUNDED_NOTE_2026-07-02.md	action_family_character_semigroup_discriminator_bounded_note_2026-07-02
docs/ACTIVITY_ENERGY_BOUND_WITNESSES_BOUNDED_NOTE_2026-07-08.md	archive/notes/docs/ACTIVITY_ENERGY_BOUND_WITNESSES_BOUNDED_NOTE_2026-07-08.md	activity_energy_bound_witnesses_bounded_note_2026-07-08
docs/ADMISSIBILITY_RULE_COVARIANCE_EXTENSION_CLASSIFICATION_OPENNESS_ACHIRAL_ORIENTED_FRAME_MINIMAL_CHIRAL_CHANNEL_BOUNDED_THEOREM_NOTE_2026-07-03.md	archive/notes/docs/ADMISSIBILITY_RULE_COVARIANCE_EXTENSION_CLASSIFICATION_OPENNESS_ACHIRAL_ORIENTED_FRAME_MINIMAL_CHIRAL_CHANNEL_BOUNDED_THEOREM_NOTE_2026-07-03.md	admissibility_rule_covariance_extension_classification_openness_achiral_oriented_frame_minimal_chiral_channel_bounded_theorem_note_2026-07-03
docs/ARCHITECTURE_OPTIONS.md	archive/notes/docs/ARCHITECTURE_OPTIONS.md	architecture_options
docs/ASYMMETRY_PERSISTENCE_MASS_WINDOW_NOTE.md	archive/notes/docs/ASYMMETRY_PERSISTENCE_MASS_WINDOW_NOTE.md	asymmetry_persistence_mass_window_note
docs/AUDIT_DM_GV_RUNNER_STALE_PATH_CLEANUP_BLOCK_TWO_NOTE_2026-05-01.md	archive/notes/docs/AUDIT_DM_GV_RUNNER_STALE_PATH_CLEANUP_BLOCK_TWO_NOTE_2026-05-01.md	audit_dm_gv_runner_stale_path_cleanup_block_two_note_2026-05-01
docs/AUDIT_DM_RUNNER_STALE_PATH_CLEANUP_NOTE_2026-05-01.md	archive/notes/docs/AUDIT_DM_RUNNER_STALE_PATH_CLEANUP_NOTE_2026-05-01.md	audit_dm_runner_stale_path_cleanup_note_2026-05-01
docs/AUDIT_LANDSCAPE_SNAPSHOT_2026-05-17.md	archive/notes/docs/AUDIT_LANDSCAPE_SNAPSHOT_2026-05-17.md	audit_landscape_snapshot_2026-05-17
docs/AUDIT_LHF_LEVERAGE_MAP_FOR_RETAINED_PROMOTION_NOTE_2026-05-01.md	archive/notes/docs/AUDIT_LHF_LEVERAGE_MAP_FOR_RETAINED_PROMOTION_NOTE_2026-05-01.md	audit_lhf_leverage_map_for_retained_promotion_note_2026-05-01
docs/AUDIT_PACKET_SCRIPT_DEPS_NOTE_2026-05-17.md	archive/notes/docs/AUDIT_PACKET_SCRIPT_DEPS_NOTE_2026-05-17.md	audit_packet_script_deps_note_2026-05-17
docs/AUDIT_STRUCTURAL_ISSUES_SNAPSHOT_2026-05-17.md	archive/notes/docs/AUDIT_STRUCTURAL_ISSUES_SNAPSHOT_2026-05-17.md	audit_structural_issues_snapshot_2026-05-17
docs/AUTONOMOUS_INTERMITTENT_RECORD_INSTRUMENT_CALIBRATION_NONSELECTION_BOUNDED_THEOREM_NOTE_2026-07-11.md	archive/notes/docs/AUTONOMOUS_INTERMITTENT_RECORD_INSTRUMENT_CALIBRATION_NONSELECTION_BOUNDED_THEOREM_NOTE_2026-07-11.md	autonomous_intermittent_record_instrument_calibration_nonselection_bounded_theorem_note_2026-07-11
docs/AXIOM_CHANGE_PROPOSAL_2026-04-10.md	archive/notes/docs/AXIOM_CHANGE_PROPOSAL_2026-04-10.md	axiom_change_proposal_2026-04-10
docs/AXIOM_FIRST_MICROCAUSALITY_LIEB_ROBINSON_NOTE_2026-05-17.md	archive/notes/docs/AXIOM_FIRST_MICROCAUSALITY_LIEB_ROBINSON_NOTE_2026-05-17.md	axiom_first_microcausality_lieb_robinson_note_2026-05-17
docs/BMV_THREEBODY_NOTE_2026-04-11.md	archive/notes/docs/BMV_THREEBODY_NOTE_2026-04-11.md	bmv_threebody_note_2026-04-11
docs/BORN_ACCEPTANCE_HARNESS_SUPPORT_NOTE_2026-07-28.md	archive/notes/docs/BORN_ACCEPTANCE_HARNESS_SUPPORT_NOTE_2026-07-28.md	born_acceptance_harness_support_note_2026-07-28
docs/BORN_FORM_EFFECT_MENU_SITEWISE_FORCING_AND_PRODUCT_MENU_BOUNDARY_BOUNDED_THEOREM_NOTE_2026-07-17.md	archive/notes/docs/BORN_FORM_EFFECT_MENU_SITEWISE_FORCING_AND_PRODUCT_MENU_BOUNDARY_BOUNDED_THEOREM_NOTE_2026-07-17.md	born_form_effect_menu_sitewise_forcing_and_product_menu_boundary_bounded_theorem_note_2026-07-17
docs/BORN_FORM_SCALED_PROJECTOR_MENU_FAMILY_SITEWISE_FORCING_AND_PAIRED_MENU_BOUNDARY_BOUNDED_THEOREM_NOTE_2026-07-17.md	archive/notes/docs/BORN_FORM_SCALED_PROJECTOR_MENU_FAMILY_SITEWISE_FORCING_AND_PAIRED_MENU_BOUNDARY_BOUNDED_THEOREM_NOTE_2026-07-17.md	born_form_scaled_projector_menu_family_sitewise_forcing_and_paired_menu_boundary_bounded_theorem_note_2026-07-17
docs/BOUNDED_ADDITIVE_ON_INTERVAL_LINEARITY_REBUILT_SUPPORT_NOTE_2026-07-18.md	archive/notes/docs/BOUNDED_ADDITIVE_ON_INTERVAL_LINEARITY_REBUILT_SUPPORT_NOTE_2026-07-18.md	bounded_additive_on_interval_linearity_rebuilt_support_note_2026-07-18
docs/BRANCH_CLEANUP_RECOMMENDATION_2026-05-03.md	archive/notes/docs/BRANCH_CLEANUP_RECOMMENDATION_2026-05-03.md	branch_cleanup_recommendation_2026-05-03
docs/BRANCH_SUMMARY_DISTRACTED_NAPIER.md	archive/notes/docs/BRANCH_SUMMARY_DISTRACTED_NAPIER.md	branch_summary_distracted_napier
docs/BREAKTHROUGH_DIRECTION_MEMO_2026-04-10.md	archive/notes/docs/BREAKTHROUGH_DIRECTION_MEMO_2026-04-10.md	breakthrough_direction_memo_2026-04-10
docs/BRIDGE_LANES_PROMOTION_PROPOSAL_NOTE_2026-05-10_lanes.md	archive/notes/docs/BRIDGE_LANES_PROMOTION_PROPOSAL_NOTE_2026-05-10_lanes.md	bridge_lanes_promotion_proposal_note_2026-05-10_lanes
docs/C1B_DEGENERACY_LOCUS_PARTITION_TOTALITY_BOUNDED_NOTE_2026-07-02.md	archive/notes/docs/C1B_DEGENERACY_LOCUS_PARTITION_TOTALITY_BOUNDED_NOTE_2026-07-02.md	c1b_degeneracy_locus_partition_totality_bounded_note_2026-07-02
docs/C1_FRAME_COMPONENT_FROM_RECORD_REGISTRABILITY_PARTIAL_BOUNDED_NOTE_2026-07-02.md	archive/notes/docs/C1_FRAME_COMPONENT_FROM_RECORD_REGISTRABILITY_PARTIAL_BOUNDED_NOTE_2026-07-02.md	c1_frame_component_from_record_registrability_partial_bounded_note_2026-07-02
docs/C2_WEIGHTING_NORMAL_FORM_ONE_PARAMETER_UNIQUENESS_BOUNDED_NOTE_2026-07-02.md	archive/notes/docs/C2_WEIGHTING_NORMAL_FORM_ONE_PARAMETER_UNIQUENESS_BOUNDED_NOTE_2026-07-02.md	c2_weighting_normal_form_one_parameter_uniqueness_bounded_note_2026-07-02
docs/C2_W_SUPPLIER_READING_FORK_FIXED_POINT_UNIDENTIFIABILITY_BOUNDED_NOTE_2026-07-02.md	archive/notes/docs/C2_W_SUPPLIER_READING_FORK_FIXED_POINT_UNIDENTIFIABILITY_BOUNDED_NOTE_2026-07-02.md	c2_w_supplier_reading_fork_fixed_point_unidentifiability_bounded_note_2026-07-02
docs/CAMPAIGN_CONSISTENCY_SURVEY_NOTE_2026-05-10_meta.md	archive/notes/docs/CAMPAIGN_CONSISTENCY_SURVEY_NOTE_2026-05-10_meta.md	campaign_consistency_survey_note_2026-05-10_meta
docs/CANONICAL_TWO_CELL_CONTEXT_C3_EW_INSTANCE_BOUNDED_NOTE_2026-07-02.md	archive/notes/docs/CANONICAL_TWO_CELL_CONTEXT_C3_EW_INSTANCE_BOUNDED_NOTE_2026-07-02.md	canonical_two_cell_context_c3_ew_instance_bounded_note_2026-07-02
docs/CHARGED_LEPTON_LANE6_THEOREM_PLAN_NOTE_2026-04-28.md	archive/notes/docs/CHARGED_LEPTON_LANE6_THEOREM_PLAN_NOTE_2026-04-28.md	charged_lepton_lane6_theorem_plan_note_2026-04-28
docs/CKM_COMPOSITE_POSITIVE_VOLUME_ALIGNMENT_SOURCE_ACTION_BOUNDARY_NOTE_2026-07-12.md	archive/notes/docs/CKM_COMPOSITE_POSITIVE_VOLUME_ALIGNMENT_SOURCE_ACTION_BOUNDARY_NOTE_2026-07-12.md	ckm_composite_positive_volume_alignment_source_action_boundary_note_2026-07-12
docs/CKM_DOWN_TYPE_SCALE_CONVENTION_AUDITED_SCOPE_NARROW_BOUNDED_NOTE_2026-05-10.md	archive/notes/docs/CKM_DOWN_TYPE_SCALE_CONVENTION_AUDITED_SCOPE_NARROW_BOUNDED_NOTE_2026-05-10.md	ckm_down_type_scale_convention_audited_scope_narrow_bounded_note_2026-05-10
docs/CKM_FIVE_SIXTHS_EXPONENT_DISCRIMINATOR_SUPPORT_NOTE_2026-07-02.md	archive/notes/docs/CKM_FIVE_SIXTHS_EXPONENT_DISCRIMINATOR_SUPPORT_NOTE_2026-07-02.md	ckm_five_sixths_exponent_discriminator_support_note_2026-07-02
docs/CKM_MASS_OPERATOR_PROJECTOR_OVERLAP_TYPING_THEOREM_NOTE_2026-07-12.md	archive/notes/docs/CKM_MASS_OPERATOR_PROJECTOR_OVERLAP_TYPING_THEOREM_NOTE_2026-07-12.md	ckm_mass_operator_projector_overlap_typing_theorem_note_2026-07-12
docs/COLLAPSE_MERGER_TOY_ENGINE_VALIDATION_NOTE_2026-07-08.md	archive/notes/docs/COLLAPSE_MERGER_TOY_ENGINE_VALIDATION_NOTE_2026-07-08.md	collapse_merger_toy_engine_validation_note_2026-07-08
docs/COLOR_COMPOSITION_RULE_MATTER_BILINEAR_POLAR_TRANSPORT_CONDITIONAL_BOUNDED_THEOREM_NOTE_2026-07-06.md	archive/notes/docs/COLOR_COMPOSITION_RULE_MATTER_BILINEAR_POLAR_TRANSPORT_CONDITIONAL_BOUNDED_THEOREM_NOTE_2026-07-06.md	color_composition_rule_matter_bilinear_polar_transport_conditional_bounded_theorem_note_2026-07-06
docs/COLOR_COMP_HURWITZ_CLAUSE_SCOPE_REDUCTION_NARROW_THEOREM_NOTE_2026-07-06.md	archive/notes/docs/COLOR_COMP_HURWITZ_CLAUSE_SCOPE_REDUCTION_NARROW_THEOREM_NOTE_2026-07-06.md	color_comp_hurwitz_clause_scope_reduction_narrow_theorem_note_2026-07-06
docs/COLOR_DERIVATION_CAMPAIGN_20260706_ASSEMBLY_AND_HONEST_REBOUNDING_META_NOTE_2026-07-06.md	archive/notes/docs/COLOR_DERIVATION_CAMPAIGN_20260706_ASSEMBLY_AND_HONEST_REBOUNDING_META_NOTE_2026-07-06.md	color_derivation_campaign_20260706_assembly_and_honest_rebounding_meta_note_2026-07-06
docs/COLOR_ORIENTATION_THREE_VS_THREEBAR_SUCCESSION_CANDIDATE_CONDITIONAL_BOUNDED_THEOREM_NOTE_2026-07-06.md	archive/notes/docs/COLOR_ORIENTATION_THREE_VS_THREEBAR_SUCCESSION_CANDIDATE_CONDITIONAL_BOUNDED_THEOREM_NOTE_2026-07-06.md	color_orientation_three_vs_threebar_succession_candidate_conditional_bounded_theorem_note_2026-07-06
docs/COMPANION_BANK_LIVENESS_SCHEDULE_ENDPOINT_INTERVAL_PACKET_PROJECTION_BOUNDED_THEOREM_NOTE_2026-07-28.md	archive/notes/docs/COMPANION_BANK_LIVENESS_SCHEDULE_ENDPOINT_INTERVAL_PACKET_PROJECTION_BOUNDED_THEOREM_NOTE_2026-07-28.md	companion_bank_liveness_schedule_endpoint_interval_packet_projection_bounded_theorem_note_2026-07-28
docs/COMPANION_BANK_PACKET_COUNT_TENSOR_PROJECTION_CONSTRAINT_MEMBERSHIP_BOUNDED_THEOREM_NOTE_2026-07-28.md	archive/notes/docs/COMPANION_BANK_PACKET_COUNT_TENSOR_PROJECTION_CONSTRAINT_MEMBERSHIP_BOUNDED_THEOREM_NOTE_2026-07-28.md	companion_bank_packet_count_tensor_projection_constraint_membership_bounded_theorem_note_2026-07-28
docs/COMPANION_BANK_STATIC_CERTIFICATE_POVM_CONDITIONAL_BOUNDED_THEOREM_NOTE_2026-07-30.md	archive/notes/docs/COMPANION_BANK_STATIC_CERTIFICATE_POVM_CONDITIONAL_BOUNDED_THEOREM_NOTE_2026-07-30.md	companion_bank_static_certificate_povm_conditional_bounded_theorem_note_2026-07-30
docs/COMPANION_BANK_STATIC_CERTIFICATE_POVM_INPUT_CONVENTION_META_NOTE_2026-07-30.md	archive/notes/docs/COMPANION_BANK_STATIC_CERTIFICATE_POVM_INPUT_CONVENTION_META_NOTE_2026-07-30.md	companion_bank_static_certificate_povm_input_convention_meta_note_2026-07-30
docs/COMPOSITE_CURVATURE_SUM_RULE_BAND_CONTROLS_BOUNDED_THEOREM_NOTE_2026-07-08.md	archive/notes/docs/COMPOSITE_CURVATURE_SUM_RULE_BAND_CONTROLS_BOUNDED_THEOREM_NOTE_2026-07-08.md	composite_curvature_sum_rule_band_controls_bounded_theorem_note_2026-07-08
docs/COMPOSITE_MASS_ADDITIVITY_BINDING_DEFECT_TWO_STEP_SURFACE_BOUNDED_NOTE_2026-07-08.md	archive/notes/docs/COMPOSITE_MASS_ADDITIVITY_BINDING_DEFECT_TWO_STEP_SURFACE_BOUNDED_NOTE_2026-07-08.md	composite_mass_additivity_binding_defect_two_step_surface_bounded_note_2026-07-08
docs/CONDITION_ALPHABET_IDENTIFICATION_COUPLED_CUBIC_ACTION_THRESHOLD_MET_NO_ODD_CHANNEL_BELOW_TRIPLES_BOUNDED_THEOREM_NOTE_2026-07-04.md	archive/notes/docs/CONDITION_ALPHABET_IDENTIFICATION_COUPLED_CUBIC_ACTION_THRESHOLD_MET_NO_ODD_CHANNEL_BELOW_TRIPLES_BOUNDED_THEOREM_NOTE_2026-07-04.md	condition_alphabet_identification_coupled_cubic_action_threshold_met_no_odd_channel_below_triples_bounded_theorem_note_2026-07-04
docs/CONNES_KREIMER_PARTIAL_SUM_RB_B4_EXTERNAL_BOUNDED_NOTE_2026-05-10.md	archive/notes/docs/CONNES_KREIMER_PARTIAL_SUM_RB_B4_EXTERNAL_BOUNDED_NOTE_2026-05-10.md	connes_kreimer_partial_sum_rb_b4_external_bounded_note_2026-05-10
docs/COSMOLOGICAL_CONSTANT_RETENTION_WITH_R_BUDGET_THEOREM_NOTE_2026-04-29.md	archive/notes/docs/COSMOLOGICAL_CONSTANT_RETENTION_WITH_R_BUDGET_THEOREM_NOTE_2026-04-29.md	cosmological_constant_retention_with_r_budget_theorem_note_2026-04-29
docs/COUPLED_PERIODIC_TWO_SEAM_SU3_WILSON_STAGGERED_REFLECTED_GRAM_BOUNDED_THEOREM_NOTE_2026-07-12.md	archive/notes/docs/COUPLED_PERIODIC_TWO_SEAM_SU3_WILSON_STAGGERED_REFLECTED_GRAM_BOUNDED_THEOREM_NOTE_2026-07-12.md	coupled_periodic_two_seam_su3_wilson_staggered_reflected_gram_bounded_theorem_note_2026-07-12
docs/CTE_RCONN_SPATIAL_TENSOR_COLOR_BRIDGE_IS_A_CROSS_DOMAIN_COINCIDENCE_NARROW_NO_GO_NOTE_2026-06-08.md	archive/notes/docs/CTE_RCONN_SPATIAL_TENSOR_COLOR_BRIDGE_IS_A_CROSS_DOMAIN_COINCIDENCE_NARROW_NO_GO_NOTE_2026-06-08.md	cte_rconn_spatial_tensor_color_bridge_is_a_cross_domain_coincidence_narrow_no_go_note_2026-06-08
docs/CUBIC_MATCHING_PRODUCT_QUBIT_QCA_SCHEDULE_ORBIT_BOUNDED_THEOREM_NOTE_2026-07-11.md	archive/notes/docs/CUBIC_MATCHING_PRODUCT_QUBIT_QCA_SCHEDULE_ORBIT_BOUNDED_THEOREM_NOTE_2026-07-11.md	cubic_matching_product_qubit_qca_schedule_orbit_bounded_theorem_note_2026-07-11
docs/D3_RETENTION_CLOSURE_PLAN_2026-05-20.md	archive/notes/docs/D3_RETENTION_CLOSURE_PLAN_2026-05-20.md	d3_retention_closure_plan_2026-05-20
docs/DECOHERENCE_DECISION_NOTE.md	archive/notes/docs/DECOHERENCE_DECISION_NOTE.md	decoherence_decision_note
docs/DE_SITTER_CURVATURE_GAP_NOT_FIERZ_PAULI_MASS_DIAGNOSTIC_BOUNDED_THEOREM_NOTE_2026-06-08.md	archive/notes/docs/DE_SITTER_CURVATURE_GAP_NOT_FIERZ_PAULI_MASS_DIAGNOSTIC_BOUNDED_THEOREM_NOTE_2026-06-08.md	de_sitter_curvature_gap_not_fierz_pauli_mass_diagnostic_bounded_theorem_note_2026-06-08
docs/DIAMOND_NV_PHASE_RAMP_SIGNAL_BUDGET_NOTE.md	archive/notes/docs/DIAMOND_NV_PHASE_RAMP_SIGNAL_BUDGET_NOTE.md	diamond_nv_phase_ramp_signal_budget_note
docs/DIMENSION_UPPER_BOUND_DEPENDENCY_EDGE_REPAIR_NOTE_2026-06-08.md	archive/notes/docs/DIMENSION_UPPER_BOUND_DEPENDENCY_EDGE_REPAIR_NOTE_2026-06-08.md	dimension_upper_bound_dependency_edge_repair_note_2026-06-08
docs/DISTANCE_LAW_FRONTIER_AUDIT_NOTE.md	archive/notes/docs/DISTANCE_LAW_FRONTIER_AUDIT_NOTE.md	distance_law_frontier_audit_note
docs/DISTRACTED_NAPIER_RECONCILIATION_NOTE.md	archive/notes/docs/DISTRACTED_NAPIER_RECONCILIATION_NOTE.md	distracted_napier_reconciliation_note
docs/DM_LEPTOGENESIS_PMNS_ISEED_SELECTOR_ROUTE_PROBES_NOTE_2026-07-02.md	archive/notes/docs/DM_LEPTOGENESIS_PMNS_ISEED_SELECTOR_ROUTE_PROBES_NOTE_2026-07-02.md	dm_leptogenesis_pmns_iseed_selector_route_probes_note_2026-07-02
docs/DM_WILSON_DIRECT_DESCENDANT_CONSTRUCTIVE_TRANSPORT_PLATEAU_NORMALIZED_SCHUR_DETERMINANT_SELECTOR_NOTE_2026-04-19.md	archive/notes/docs/DM_WILSON_DIRECT_DESCENDANT_CONSTRUCTIVE_TRANSPORT_PLATEAU_NORMALIZED_SCHUR_DETERMINANT_SELECTOR_NOTE_2026-04-19.md	dm_wilson_direct_descendant_constructive_transport_plateau_normalized_schur_determinant_selector_note_2026-04-19
docs/DM_WILSON_DIRECT_DESCENDANT_CONSTRUCTIVE_TRANSPORT_PLATEAU_SCHUR_SPECTRAL_ISOTROPY_SELECTOR_NOTE_2026-04-19.md	archive/notes/docs/DM_WILSON_DIRECT_DESCENDANT_CONSTRUCTIVE_TRANSPORT_PLATEAU_SCHUR_SPECTRAL_ISOTROPY_SELECTOR_NOTE_2026-04-19.md	dm_wilson_direct_descendant_constructive_transport_plateau_schur_spectral_isotropy_selector_note_2026-04-19
